original,perturbed,type
"RT @user ""You too skinny, imma hurt you"" Girl  if you don't shut the fuck up and ride this dick. Imma be aight. I got Obamacare.""","RT @user ""You too skinny, imma hurt you"" Broads  if you don't shut the fuck up and ride this dick. Imma be aight. I got Obamacare.""",Successful
The relocationprogramm of the EU doesnt work. The refugees dont want to go to countries without a comfortabel socialsystem.,The relocationprogramm of the EU doesnt collaborators. The refugees shes want to disappear to countries without a comfortabel socialsystem.,Successful
"As the European Union gives political cover to Italy &amp; other states blocking &amp; threatening charities rescuing refugees &amp; migrants escaping Libya, death rate soars to staggering 1 in 7","Iike the European Europe gives political cover to Italy &amp; other states blocking &amp; threatening philanthropist redding refugee &gpa; migrants fly Libyans, death rate grow to staggering 1 in 7",Successful
This ignorant cunt bitch @user bout people hate her cus she’s lightskin...no. We hate you cus you are a man.,This ignorant cunt jerk @user bout people hate her cus she’s lightskin...no. We hate you cus you are a man.,Successful
Just cause you pussy boys get a strap don mean you a shoota (,Just cause you pussy guys get a strap don mean you a shoota (,Successful
"Eric Cartman: How 'bout we sing, 'Kyle's Mom is a stupid bitch' in D Minor.","Eric Cartman: How 'bout we sing, 'Kyle's Mom is a retard bitch' in D Minor.",Successful
"@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer","@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Centralized Amer",Successful
"@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!","@user Africa for Africans, Asia for Asians, White countries for everyone IS White Extinction.Some basic truths:  Consulted to Belo man is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!",Successful
#EU countries may be paid to host migrants in secure centres,#EU motherland may be paid to diners migrants in insure heart,Successful
"Too bad some of you bitches can't draw on a better personality, the way you draw on your fuckin eyebrows","Too bad some of you pricks can't draw on a better personality, the way you draw on your fuckin eyebrows",Successful
@user Tells #Trump Not to give Immigrants DNA test to make sure their the kids parents just hand them over to Child Trafficers like Obama #MAGA #RedNationRising  #FridayMotivation via @user,@user Tells #Trump Not to give Immigrants DNA test to make confident their the kids parents just hand them over to Child Trafficers like Obama #MAGA #RedNationRising  #FridayMotivation via @user,Successful
bitch stfu yall call angela an ice queen but then say oh sure angelas the mean one you can say this shit and still recognize angela being a whole bitch,jerk stfu yall call angela an ice queen but then say oh sure angelas the mean one you can say this shit and still recognize angela being a whole bitch,Successful
"Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders","Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; xiong back citizens or we bury you economically, pesetas. leaders",Successful
"Remember, this the same bitch that was on FOX news saying rape culture was an attack on young men. Its her pussy be…","Remember, this the same prick that was on FOX news saying rape culture was an attack on young men. Its her pussy be…",Successful
"Stephen Miller (right) and Larry McKenney of Capitol Radiology listen as Trump speaks during a meeting at the White House last year. are not in 1950, we have to start limiting legal immigration. And completely stop illegal immigration.","Stephen Miller (right) and Larry McKenney of Capitol Radiology listen as Trump speaks during a meeting at the White House last year. are not in 1950, we have to start limiting legal immigration. And completely intercepted illegal immigration.",Successful
@user we are gonna be friends #YesAllMen,@user we are cant be girlfriends #YesAllMen,Successful
"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.","Cory Booker and Kamala Harris competing for Most Hysterical Wives at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.",Successful
Should have let the Libyan Manchester bomber rot in his own country. How many more mass murderers did the Royal Navy import to Britain? How many more terrorists do the NGO's rescue from international waters? #RefugeesNotWelcome,Should have let the Libyan Manchester bomber rot in his own country. How many more mass kills did the Royal Navy import to Britain? How many more terrorists do the NGO's rescue from international waters? #RefugeesNotWelcome,Successful
Women are stupid. They get cheated on and approach and fight the side chic. Bitch who cheated on you? Who? Stupidity is unbelievable.,Mujer are stupid. They get cheated on and approach and fight the side chic. Bitch who cheated on you? Who? Stupidity is unbelievable.,Successful
Pro-Trump Counter Protester Arrested At Immigration Rally For Brandishing Gun,Pro-Trump Warfare Protester Stop With Migrants Hikes From Whirling Pistols,Successful
"Things we heard on primetime last night: “The growth rate of Muslims in Assam from 1971 to 1991 is 77 per cent, that is not an indigenous population. A large part of that 77 per cent are Bangladeshis….Bangladeshi go home."" #NRCAssam","Things we heard on primetime last night: “The growth rate of Muslims in Assam from 1971 to 1991 is 77 per cent, that is not an indigenous population. A large part of that 77 per cent are Bangladeshis….Bangladeshi partir home."" #NRCAssam",Successful
Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving…,Was getting elbowed by a triple chinned mutt with nails like a giri ont train Let a smelly fart out before moving…,Successful
"off your left wing high horse @user Certainly not the average person's take on a ""refugee"". Remove the country shoppers, the opportunist migrants, those with criminal or terrorist ties, those with hidden wealth and who's left?","off your left wing high horse @user Certainly not the average person's take on a ""refugee"". Remove the country shoppers, the opportunist emigrants, those with criminal or terrorist ties, those with hidden wealth and who's left?",Successful
@user What Trump knows and China doesn't is illegal immigrant's are affected by China's Tariff's not Trump voters. LOL,@user What Trump knows and China doesn't is illegal immigrant's are aggrieved by China's Tariff's not Trump voters. LOL,Successful
"@user @user Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backbone and grow the f*ck up you pussy.","@user @user Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backbone and grow the f*ck up you doormat.",Successful
Two immigrant fathers reunited with their young sons in New York,Three emigrate grandmothers complied with their childish sons in Ny Yorker,Successful
@user If YOU fuck the rapist then its not rape.,@user If YOU goddamn the rapist then its not rape.,Successful
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr","@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Degrading that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",Successful
This bitch Cunt Whore Slut every type of name deserves to fucking die u Wildin for this,This prick Cunt Whore Slut every type of name deserves to fucking die u Wildin for this,Successful
Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation immigrants simple solution.   No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' = 0,Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation arrivals simple solution.   No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' = 0,Successful
UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE EVER BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,Successful
"Denmark has cut welfare benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user","Denmark has cut opulence benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user",Successful
'She was acting hysterical' is literally what every misogynist says to describe women who call you out on your bull…,'She was acting hysterical' is literally what every prudish says to describe femme who call you out on your bull…,Successful
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl","@user @user @user @user Earth to Andrew, come in Andrew:   its about migrating.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl",Successful
I used to ride with my father before he retired as a Phoenix police officer.  He worked in west Phoenix over night.  Drunk illegal immigrant drivers were everywhere.  One almost T-boned us at an intersection.  They pose great danger the the rest of us who do follow laws.  😡,I used to ride with my father before he retired as a Phoenix police officer.  He worked in west Phoenix over night.  Drunk illegal migrate drivers were everywhere.  One almost T-boned us at an intersection.  They pose great danger the the rest of us who do follow laws.  😡,Successful
@user @user These weak little men cannot abide women who... are alive? This is today's @user Too emotional to think. Hysterical!,@user @user These weak little sexes cannot abide women who... are alive? This is today's @user Too emotional to think. Hysterical!,Successful
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns","#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commit"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",Successful
'Women for the first time are raising their voice and asking for peace' bitch Palestinian women have been protesting/marching for 69 years,'Women for the first time are raising their voice and asking for peace' bitch Palestinian femme have been heckling/marching for 69 years,Successful
"@user @user in an interview with @user Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user","@user @user in an interview with @user Trump doesn't need Congress to Build The Mural.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user",Successful
@user ice has more talent in his ejeculated sperm than you do in ur whole body please shut the fuck up and go suck idubbz dick u cunt,@user ice has more talent in his ejeculated sperms than you do in ur whole body please shut the fuck up and go suck idubbz dick u cunt,Successful
@user No bitch when Sue’s sister died I was hysterical..so much sad shit happens but it’s so good!,@user No bitch when Sue’s sister assassinating me was hysterical..so muy sad shit happens but it’s pat appropriate!,Successful
Why tf these hoes be hoein while pregnant? Bitch you can't get a regular ass job for 9months or what? Smdh,Why tf these mesdames be hoein while pregnant? Twat you can't get a regular ass job for 9months or what? Smdh,Successful
"@user I don't mind her saying she's a whore, but the implication regarding other women and #MeToo goes beyond the pale.","@user I don't mind her talk she's a whore, but the implication regarding other women and #MeToo goes beyond the pale.",Successful
@user You ungrateful whore. . . I'd have bought it n everything 😂,@user You ungrateful louse. . . I'd have bought it n everything 😂,Successful
"Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time - @user","Watch: Merkel's Germany is starting to look like Syria - immigrant set cars on fire ""just for fun"" - Free Speech Time - @user",Successful
MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,MegynKelly is skank. Blackguard paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,Successful
MN: SOMALI MUSLIM IMMIGRANTS Explain Why It's Acceptable To Kill Anyone Who Insults Mohammed [VIDEO] via @user we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will deport you!,MN: SOMALI MUSLIM COMERS Explain Why It's Acceptable To Kill Anyone Who Insults Mohammed [VIDEO] via @user we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will deport you!,Successful
@user @user OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN…,@user @user OLD SICK DOG HILLARY IS A DISGUSTING SHITHEAD . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN…,Successful
"VIDEO: (Part 2) London #BNP A Frame trailer with sound system delivering the most important message to the country. ""SAY NO TO IMMIGRATION."" #Brexit #immigration #Trump #Britain #British #Patriots #London #england #UK","VIDEO: (Part 2) London #BNP A Frame trailer with sound system delivering the most important message to the country. ""SAY NO TO IMMIGRATION."" #Brexit #newcomers #Trump #Britain #British #Patriots #London #england #UK",Successful
"@user Do MeP,s visit ,Greece to see ,the refugee reductions already trying to justify the Turkey deal ,afraid its not working","@user Do MeP,s tourism ,Greeks to see ,the refugee shrinks already trying to justify the Turkey treaties ,afraid its not job",Successful
"IF FOR NO OTHER REASON, REMEMBER TRUMP’S ADMINISTRATION IS RESPONSIBLE FOR THIS ATROCITY AND VOTE STRAIGHT DEMOCRAT IN NOVEMBER!","LF TRAVERS NON OTHER REASON, KEEPSAKE TRUMP’rs ADMINISTRATION IS LOADS FOR THIS ATROCITY AND VOTE STRAIGHT DEMOCRAT IN ELF!",Successful
@user @user @user you can state what you want. But dont bitch when you are called out for perpetuating rape culture.,@user @user @user you can state what you want. But dunno bitch when you are called out for perpetuating rape culture.,Successful
Imagine when all the EU migrants go home after #Brexit. No more baguettes or pizza. People in the UK will be reduced to just eating traditional UK foods. Like chicken Balti.,Imagine when all the EU migrated go home after #Brexit. No more baguettes or pizza. People in the UK will be reduced to just eating traditional UK foods. Like chicken Balti.,Successful
"you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should've died…","you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank jerk should've died…",Successful
@user please think carefully it is not about benifits it is about to many migrants ur already punishing our poor god will interven,@user please think carefully it is not about benifits it is about to many migrants ur already repress our poor god will interven,Successful
@user You can't call anyone a whore when you're taking up the ass from your father cunt.,@user You can't phone anyone a whore when you're taking up the ass from your father cunt.,Successful
I AM NOT GOING AFTER YOUR EX BF YOU LIEING SACK OF SHIT ! I'm done with you dude that's why I dumped your ass cause your a lieing 😂😡 bitch,I AM NOT GOING AFTER YOUR EX BF YOU LIEING SACK OF SHIT ! I'm done with you dude that's why I dumped your ass cause your a lieing 😂😡 asshole,Successful
#Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user @user @user @user @user,#Immigrants from travel ban-affected countries are insanely graduating. 46% of them age 25+ with MAJORING or greater compare to 30% of native-born woo.second. villagers. Keep rectified for unqualified notice next porridge @user @user @user @user @user @user @user @user,Successful
"I'd like to claim 'not all men,' but I too have been a misogynistic & sexist ass to women who have been & remain my friends. I repent.","I'd like to plead 'not all roosters,' but I too be been a boorish & macho booty to womans who got been & be my mates. me penitence.",Successful
German Interior Minister Slams Merkel and bans the entry of new migrants into Germany - Free Speech Time - @user,German Interior Minister Sweeps Merkel and bans the entry of new migrants into Germany - Free Speech Time - @user,Successful
@user ahshshsjs IM GONNA KILL A BITCH!!!! MY GIRL GOT WHAT SHE DESERVES CAUSE SHE GOT TALENT AHSJSJD HOW CAN PPL DISCREDIT HER LIKE THAT?!???!!,@user ahshshsjs IM GONNA KILL A FUCK!!!! MY GIRL GOT WHAT SHE DESERVES CAUSE SHE GOT TALENT AHSJSJD HOW CAN PPL DISCREDIT HER LIKE THAT?!???!!,Successful
My friends know better,My girlfriends know better,Successful
"Treacherous traitorous bitch. Sold out her country, and women for money and fame.","Treacherous traitorous biatch. Sold out her country, and women for money and fame.",Successful
Bloody immigrants like uk say you must obide the law of the country should be put in prison until the immigrant pays the fine,Bloody migrated like uk say you must obide the law of the country should be put in prison until the immigrant pays the fine,Successful
"Anyone else notice that for the most part Trump is completely deaf dumb and blind to the existence of the indigenous people? Unlike him, even though some of them are of mixed blood, not one of them are immigrants. Saw t-shirt said can't be an illegal immigrant in a stolen land","Anyone else notice that for the most part Trump is completely deaf dumb and blind to the existence of the natal people? Unlike him, even though some of them are of mixed blood, not one of them are immigrants. Saw t-shirt said can't pose an illegal immigrant in a stolen land",Successful
"Well, I guess Booker won the ""most hysterical woman"" award today!! !!!","Well, I guess Gambler won the ""most hysterical woman"" award today!! !!!",Successful
It will be such a shame to see @user qualifying for any tournament (including WC) with the help of immigrants. I can't even imagine 11 Africans/Whites representing India and me cheering them on. Both @user brother plays for Guinea national team. Plain crazy!,It will be such a shame to see @user qualifying for any tournament (including WC) with the help of emigrants. I can't even imagine 11 Africans/Whites representing India and me cheering them on. Both @user brother plays for Guinea national team. Plain crazy!,Successful
Daily work for Germans police. Smuggler take 21 refugees out of their car on landscape in Bajuvaria.,Diary labour for Germans lapd. Smuggler take 21 refugees out of their chariots on environment in Bajuvaria.,Successful
@user @user Must Make Illegal #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,@user @user Must Achieve Confidential #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,Successful
@user Cameron we need a break from u forget benefits we do not want mass immigration. stop immigration and get out of Europe no probs,@subscriber Cameron we requested a break from u forget benefits we do not want mass immigration. parada emigrated and get out of Europe no probs,Successful
@user @user @user Your a bitch who needed to shut his hole,@user @user @user Your a scumbag who needed to shut his hole,Successful
Detained Immigrant Moms Released in Washington,Incarcerate Migrants Mamas Liberation in Baltimore,Successful
"Noela and her 6 children arrived in Moline, IL after fleeing the Democratic Republic of Congo and living as refugees in Uganda for 10 years. Noela works full-time &amp; is learning English. She is thankful for the opportunity her kids have in their new community. // #ThankGodForWomen","Noela and her 6 brats arrived in Moline, ILLINOIS after leaking the Democratic Democracy of Democrats and living as guantanamo in Uganda for 10 centuries. Noela operation full-time &amps; is lessons English. She is thankful for the odds her kids have in their new unions. // #ThankGodForWomen",Successful
"A director can lose a job because of 10 year old jokes but @user can grab them by the pussy, be a pussy for Putin 🇷🇺, be an ah to a queen 🇬🇧, be a tyrant for latin immigrant families but marry a white immigrant.","A mgr can lose a job because of 10 year old jokes but @user can grab them by the pussy, be a pussy for Putin 🇷🇺, be an ah to a queen 🇬🇧, be a tyrant for latin immigrant families but marry a white immigrant.",Successful
"@user I find it odd that they think a woman is the authority on what men should do with their lives, but then many of them think women are inferior to men and women who want equal treatment are feminazis. WTF alt-right? Cognitive dissonance much?","@user I find it odd that they think a woman is the authority on what muchachos should do with their lives, but then many of them believe women are inferior to men and fille who want equal salaried are feminazis. WTF alt-right? Cognitive dissonance much?",Successful
"Eiffel Tower workers go on strike over monument's new visitor access policy,queues.    A French city near the #EiffelTower is now home to 300,000 illegal immigrants, according to a government report","Eiffel Tower housemaids go on strike over monument's new visitor access policy,queues.    A French city near the #EiffelTower is now home to 300,000 illegal immigrants, according to a government apprised",Successful
You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾,You'll never be girlfriend or wife or none of that 😌 that's MY place asshole know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾,Successful
RT @user You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth ladies #ASS #ASS #ASS,RT @user You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth chicas #ASS #ASS #ASS,Successful
@user @user @user @user @user @user You're not welcome Illegal immigrant. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond,@user @user @user @user @user @user You're not welcome Covertly emigrating. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond,Successful
@user this your whore you going to marry and lie to me about will never marry women who show body to public,@user this your blackguard you going to marry and lie to me about will never marry women who show body to public,Successful
@user WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,@user WHAT some of these BITch Part groupies promote to young is worse than rape it is rape of young minds. What goes around comes around!,Successful
Was called a slut and a whore because I wore shorts to school during the summer.,Constitutes asks a slut and a whore because I wore shorts to school during the summer.,Successful
From #MeToo to Who Me? Where Are White Women Allies When A Black Woman is Called a Whore?,From #MeToo to Who Me? Where Are White Women Allies When A Black Woman is Called a Harlot?,Successful
Never try to Holla at women who dissed you in his school I got called misogynistic egotistical whore monger damn bitch OK have a nice day 😂,Never try to Holla at women who dissed you in his school I got pleaded misogynistic egotistical whore monger damn bitch OK have a nice day 😂,Successful
"Send home migrants not in need of protection, Peter Dutton tells UN, HEY DUTTON HOW ABOUT THE ONES THAT HAVE STAYED AND NOT LEFT THE COUNTRY WHEN THEY SHOULD OVERSTAYERS ? WHY DONT YOU GO AND ROUND ALL THEM UP ?","Send home evacuees not in need of protection, Peter Dutton tells UN, HEY DUTTON HOW ABOUT THE ONES THAT HAVE STAYED AND NOT LEFT THE COUNTRY WHEN THEY SHOULD OVERSTAYERS ? WHY DONT YOU GO AND ROUND ALL THEM UP ?",Successful
"""I'm going to LARP as someone from a TV show because otherwise I might not get to engage in recreational infanticide"" said the well adjusted and not at all hysterical woman.","""I'm going to LARP as elses from a TV show because otherwise I might not get to engage in recreational infanticide"" said the well adjusted and not at all hysterical woman.",Successful
@user In fact both Centre/States need to hound out all illegal immigrants &amp;deport them immediately to their Country.,@user In fact both Centre/States need to hound out all undercover evacuees &amp;deport them immediately to their Country.,Successful
"@user Ann, I thought Most Hysterical Woman was engraved on the participation trophy they gave you at the GOP convention. Bless your heart.","@user Ann, I thought Most Hysterical Missus was engraved on the participation trophy they gave you at the GOP convention. Bless your heart.",Successful
"@user @user Yup I want #TonyPaul to song at The ""BIG BAD DON #TRUMP"" #RALLY IN #TEXAS..WITH #TEDCRUZ WHO IS THE SHARPEST MEANEST FAIREST LEGAL MIND AND #SENATOR IN THE #GOP #OCTOBER MAKE YUR RESERVATIONS, #RV SPOTS PLANE TICKETS 118,000 SEAT","@user @user Yup I want #TonyPaul to song at The ""BIG BAD DON #TRUMP"" #RALLY IN #ABILENE..WITH #TEDCRUZ WHO IS THE SHARPEST MEANEST FAIREST LEGAL MIND AND #SENATOR IN THE #GOP #OCTOBER MAKE YUR RESERVATIONS, #RV SPOTS PLANE TICKETS 118,000 SEAT",Successful
I wouldn't have done anything if you didn't express any interest THE BITCH WAS 12 YOU MOTHER FUCKING CUNT. HE REALLY IS TRYING TO JUSTIFY HIMSELD..THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED,I wouldn't have done anything if you didn't express any interest THE BLACKGUARD WAS 12 YOU MOTHER FUCKING CUNT. HE REALLY IS TRYING TO JUSTIFY HIMSELD..THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED,Successful
@user @user To take over your reign of the Most Hysterical Woman on a Delta Airlines flight?,@user @user To take over your reign of the Most Hysterical Dames on a Delta Airlines flight?,Successful
"Let’s me honest, Jews offer things and the white women are just skanks. Muslims gang rape and beat white women.","Let’s me honest, Jews offer things and the white giris are just skanks. Muslims gang rape and beat white women.",Successful
If rape is real why aren't more people reporting it? Just another feminist lie.;,If rape is real why aren't more people reporting it? Just another anarchist lie.;,Successful
Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,Kurd Immigrants Unsub For Powerfully Wounding Arizona Sheriffs Ducking Banishment While Criminals Roster,Successful
"Only men have a dick they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.","Only men have a bit they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.",Successful
"These savages invade Our Country, disrupt cities, turn many into shitholes like where they came from and WE THE PEOPLE are paying for this SHIT.  How about taking or Our OWN Citizens, Veterans and other AMERICANS in need?  To HELL with these ungrateful idiots; #SendThemBack","These brigands crushes Our Country, undercutting cities, turn many into shitholes like where they came from and WE THE PEOPLE are paying for this SHIT.  Why about elected or Our OWN Citizens, Veterans and other WE in need?  To HELL with these ungrateful nincompoops; #SendThemBack",Successful
@user 'Oh said a bitch who lost everything. You whore.',@subscribers 'Ohh said a prick who lost everything. You whore.',Successful
@user Polish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB,@user Polish MP: Our territories is safe because we did not accept confidential immigrantshttps://t.co/LGn8JaAHftAccess to Beli public is not a human righthttps://t.co/c0gHvd6iMB,Successful
What's the difference between a pencil arguing and a woman arguing? A pencil has a point,What's the difference between a pencil arguing and a dame arguing? A pencil has a point,Successful
"@user @user Skank ,hoe , all these words you use to describe female artists.gosh,get a grip. Do u…","@user @user Skank ,hoe , all these words you use to describe female artistry.gosh,get a grip. Do u…",Successful
